Akt1,11651,mmu-miR-21a-5p,MIMAT0000530,transmir,Experimental,High
Gfi1,14581,mmu-miR-196b-5p,MIMAT0001081,transmir,Experimental,High
Gli1,14632,Wnt2,22413,kegg,Experimental,High
Gli1,14632,Wnt2b,22414,kegg,Experimental,High
Gli1,14632,Wnt3,22415,kegg,Experimental,High
Gli1,14632,Wnt3a,22416,kegg,Experimental,High
Gli1,14632,Wnt4,22417,kegg,Experimental,High
Gli1,14632,Wnt5a,22418,kegg,Experimental,High
Gli1,14632,Wnt5b,22419,kegg,Experimental,High
Gli1,14632,Wnt6,22420,kegg,Experimental,High
Gli1,14632,Wnt7a,22421,kegg,Experimental,High
Gli1,14632,Wnt7b,22422,kegg,Experimental,High
Gli1,14632,Wnt8b,22423,kegg,Experimental,High
Gli1,14632,Bmp2,12156,kegg,Experimental,High
Gli1,14632,Bmp4,12159,kegg,Experimental,High
Gli1,14632,Gli1,14632,kegg,Experimental,High
Gli1,14632,Gli2,14633,kegg,Experimental,High
Gli1,14632,Gli3,14634,kegg,Experimental,High
Gli1,14632,Hhip,15245,kegg,Experimental,High
Gli1,14632,Foxa2,15376,tred,Experimental,High
Gli1,14632,Myf5,17877,tred,Experimental,High
Gli1,14632,Nkx2-9,18094,tred,Experimental,High
Gli1,14632,Ptch1,19206,tred,kegg,string,Experimental,High
Gli1,14632,Ptch2,19207,kegg,string,Experimental,High
Gli1,14632,Shh,20423,tred,string,Experimental,High
Gli1,14632,Wnt8a,20890,kegg,Experimental,High
Gli1,14632,Wnt9a,216795,kegg,Experimental,High
Gli1,14632,Wnt1,22408,kegg,Experimental,High
Gli1,14632,Wnt10a,22409,kegg,Experimental,High
Gli1,14632,Wnt10b,22410,kegg,Experimental,High
Gli1,14632,Wnt11,22411,kegg,Experimental,High
Gli1,14632,Wnt16,93735,kegg,Experimental,High
Gli1,14632,Wnt9b,22412,kegg,Experimental,High
Gli2,14633,Bmp4,12159,kegg,Experimental,High
Gli2,14633,Wnt2b,22414,kegg,Experimental,High
Gli2,14633,Wnt3,22415,kegg,Experimental,High
Gli2,14633,Wnt3a,22416,kegg,Experimental,High
Gli2,14633,Wnt4,22417,kegg,Experimental,High
Gli2,14633,Wnt5a,22418,kegg,Experimental,High
Gli2,14633,Wnt5b,22419,kegg,Experimental,High
Gli2,14633,Wnt6,22420,kegg,Experimental,High
Gli2,14633,Wnt7a,22421,kegg,Experimental,High
Gli2,14633,Wnt7b,22422,kegg,Experimental,High
Gli2,14633,Wnt8b,22423,kegg,Experimental,High
Gli2,14633,Wnt16,93735,kegg,Experimental,High
Gli2,14633,Wnt9b,22412,kegg,Experimental,High
Gli2,14633,Wnt11,22411,kegg,Experimental,High
Gli2,14633,Wnt10b,22410,kegg,Experimental,High
Gli2,14633,Wnt10a,22409,kegg,Experimental,High
Gli2,14633,Wnt1,22408,kegg,Experimental,High
Gli2,14633,Wnt9a,216795,kegg,Experimental,High
Gli2,14633,Wnt8a,20890,kegg,Experimental,High
Gli2,14633,Ptch2,19207,kegg,string,Experimental,High
Gli2,14633,Ptch1,19206,tred,kegg,Experimental,High
Gli2,14633,Myf5,17877,tred,string,Experimental,High
Gli2,14633,Foxa2,15376,tred,string,Experimental,High
Gli2,14633,Hhip,15245,kegg,Experimental,High
Gli2,14633,Gli3,14634,kegg,Experimental,High
Gli2,14633,Gli2,14633,kegg,Experimental,High
Gli2,14633,Gli1,14632,kegg,Experimental,High
Gli2,14633,Fgf15,14170,tred,Experimental,High
Gli2,14633,Wnt2,22413,kegg,Experimental,High
Gli2,14633,Bmp2,12156,kegg,Experimental,High
Gli3,14634,Wnt16,93735,kegg,Experimental,High
Gli3,14634,Wnt8b,22423,kegg,Experimental,High
Gli3,14634,Wnt7b,22422,kegg,Experimental,High
Gli3,14634,Wnt7a,22421,kegg,Experimental,High
Gli3,14634,Wnt6,22420,kegg,Experimental,High
Gli3,14634,Wnt5b,22419,kegg,Experimental,High
Gli3,14634,Wnt5a,22418,kegg,Experimental,High
Gli3,14634,Wnt4,22417,kegg,Experimental,High
Gli3,14634,Wnt3a,22416,kegg,Experimental,High
Gli3,14634,Wnt3,22415,kegg,Experimental,High
Gli3,14634,Wnt2b,22414,kegg,Experimental,High
Gli3,14634,Wnt2,22413,kegg,Experimental,High
Gli3,14634,Wnt9b,22412,kegg,Experimental,High
Gli3,14634,Wnt11,22411,kegg,Experimental,High
Gli3,14634,Wnt10b,22410,kegg,Experimental,High
Gli3,14634,Wnt10a,22409,kegg,Experimental,High
Gli3,14634,Wnt1,22408,kegg,Experimental,High
Gli3,14634,Wnt9a,216795,kegg,Experimental,High
Gli3,14634,Gli1,14632,kegg,Experimental,High
Gli3,14634,Bmp4,12159,kegg,Experimental,High
Gli3,14634,Bmp2,12156,kegg,Experimental,High
Gli3,14634,Wnt8a,20890,kegg,Experimental,High
Gli3,14634,Shh,20423,tred,string,Experimental,High
Gli3,14634,Ptch2,19207,kegg,string,Experimental,High
Gli3,14634,Ptch1,19206,tred,kegg,Experimental,High
Gli3,14634,Myf5,17877,tred,string,Experimental,High
Gli3,14634,Foxa2,15376,tred,Experimental,High
Gli3,14634,Hhip,15245,kegg,Experimental,High
Gli3,14634,Gli3,14634,kegg,Experimental,High
Gli3,14634,Gli2,14633,kegg,Experimental,High
Gnrh1,14714,mmu-miR-212-3p,MIMAT0000659,transmir,Experimental,High
Gnrh1,14714,mmu-miR-132-3p,MIMAT0000144,transmir,Experimental,High
Hdac1,433759,Fos,14281,kegg,Experimental,High
Hif1a,15251,Retnla,57262,tred,Experimental,High
Hif1a,15251,Gbe1,74185,tred,Experimental,High
Hif1a,15251,Ddit4,74747,tred,string,Experimental,High
Hif1a,15251,Senp2,75826,tred,Experimental,High
Hif1a,15251,Krt19,16669,tred,Experimental,High
Hif1a,15251,mmu-miR-322-3p,MIMAT0000549,transmir,Experimental,High
Hif1a,15251,mmu-miR-322-5p,MIMAT0000548,transmir,Experimental,High
Hif1a,15251,Krt18,16668,tred,Experimental,High
Hif1a,15251,Krt14,16664,tred,Experimental,High
Hif1a,15251,Itgb2,16414,tred,Experimental,High
Hif1a,15251,Hmox1,15368,tred,kegg,string,Experimental,High
Hif1a,15251,Hk2,15277,kegg,Experimental,High
Hif1a,15251,Hk1,15275,tred,kegg,Experimental,High
Hif1a,15251,Gapdh,14433,kegg,Experimental,High
Hif1a,15251,Fn1,14268,tred,Experimental,High
Hif1a,15251,Flt1,14254,tred,kegg,Experimental,High
Hif1a,15251,Figf,14205,kegg,Experimental,High
Hif1a,15251,Epx,13861,tred,Experimental,High
Hif1a,15251,Epo,13856,tred,kegg,string,Experimental,High
Hif1a,15251,Eno3,13808,kegg,Experimental,High
Hif1a,15251,Eno2,13807,kegg,Experimental,High
Hif1a,15251,Eno1,13806,tred,kegg,Experimental,High
Hif1a,15251,Egf,13645,kegg,Experimental,High
Hif1a,15251,Edn1,13614,kegg,string,Experimental,High
Hif1a,15251,Dcx,13193,tred,Experimental,High
Hif1a,15251,Ctsd,13033,tred,Experimental,High
Hif1a,15251,Cdkn1b,12576,kegg,Experimental,High
Hif1a,15251,Cdkn1a,12575,tred,kegg,Experimental,High
Hif1a,15251,Casp9,12371,tred,Experimental,High
Hif1a,15251,Bid,12122,tred,Experimental,High
Hif1a,15251,Bcl2,12043,tred,kegg,Experimental,High
Hif1a,15251,Bax,12028,tred,Experimental,High
Hif1a,15251,Avp,11998,tred,Experimental,High
Hif1a,15251,Aldoa,11674,kegg,Experimental,High
Hif1a,15251,Angpt4,11602,kegg,Experimental,High
Hif1a,15251,Angpt2,11601,kegg,Experimental,High
Hif1a,15251,Angpt1,11600,tred,kegg,Experimental,High
Hif1a,15251,Cygb,114886,tred,Experimental,High
Hif1a,15251,Egln1,112405,tred,Kegg,string,Experimental,High
Hif1a,15251,LOC100048117,100048117,kegg,Experimental,High
Hif1a,15251,LOC100042025,100042025,kegg,Experimental,High
Hif1a,15251,Ldha,16828,kegg,Experimental,High
Hif1a,15251,Ltbr,17000,kegg,Experimental,High
Hif1a,15251,Pfkfb3,170768,tred,kegg,Experimental,High
Hif1a,15251,Mmp2,17390,tred,Experimental,High
Hif1a,15251,Nkx3-1,18095,tred,Experimental,High
Hif1a,15251,Nos2,18126,kegg,Experimental,High
Hif1a,15251,Nos3,18127,kegg,Experimental,High
Hif1a,15251,P4ha1,18451,tred,Experimental,High
Hif1a,15251,P4hb,18453,tred,Experimental,High
Hif1a,15251,Pdgfa,18590,kegg,Experimental,High
Hif1a,15251,Pdgfb,18591,tred,kegg,Experimental,High
Hif1a,15251,Pfkfb1,18639,kegg,Experimental,High
Hif1a,15251,Pfkfb2,18640,kegg,Experimental,High
Hif1a,15251,Pfkl,18641,kegg,Experimental,High
Hif1a,15251,Pgf,18654,tred,kegg,Experimental,High
Hif1a,15251,Pgk1,18655,tred,kegg,Experimental,High
Hif1a,15251,Abcb1b,18669,tred,string,Experimental,High
Hif1a,15251,Serpine1,18787,kegg,Experimental,High
Hif1a,15251,Plaur,18793,tred,Experimental,High
Hif1a,15251,Plod1,18822,tred,Experimental,High
Hif1a,15251,Ppara,19013,tred,Experimental,High
Hif1a,15251,Ptgfr,19220,tred,Experimental,High
Hif1a,15251,Cxcl12,20315,tred,string,Experimental,High
Hif1a,15251,Slc2a1,20525,tred,kegg,Experimental,High
Hif1a,15251,Bhlhe40,20893,tred,Experimental,High
Hif1a,15251,Hk3,212032,kegg,Experimental,High
Hif1a,15251,Hkdc1,216019,kegg,Experimental,High
Hif1a,15251,Tek,21687,kegg,Experimental,High
Hif1a,15251,Tff3,21786,tred,Experimental,High
Hif1a,15251,Tgfa,21802,kegg,string,Experimental,High
Hif1a,15251,Tgfb1,21803,kegg,Experimental,High
Hif1a,15251,Tgfb2,21808,kegg,Experimental,High
Hif1a,15251,Tgfb3,21809,tred,kegg,Experimental,High
Hif1a,15251,Timp1,21857,kegg,Experimental,High
Hif1a,15251,Trf,22041,kegg,Experimental,High
Hif1a,15251,Tfrc,22042,kegg,Experimental,High
Hif1a,15251,Trp53-ps,22060,tred,Experimental,High
Hif1a,15251,Sumo1,22218,tred,biogrid,intact,string,Experimental,High
Hif1a,15251,Vegfa,22339,tred,kegg,string,Experimental,High
Hif1a,15251,Vegfb,22340,kegg,Experimental,High
Hif1a,15251,Vegfc,22341,kegg,Experimental,High
Hif1a,15251,Pdk1,228026,kegg,Experimental,High
Hif1a,15251,Car9,230099,tred,string,Experimental,High
Hif1a,15251,Nppa,230899,kegg,Experimental,High
Hif1a,15251,Map2k4,26398,tred,Experimental,High
Hif1a,15251,Plod2,26432,tred,Experimental,High
Hif1a,15251,Pfkfb4,270198,kegg,Experimental,High
Hif1a,15251,Ep300,328572,tred,Kegg,biogrid,string,Experimental,High
Hif1a,15251,Gm5506,433182,kegg,Experimental,High
Hlf,217082,Ikbkg,16151,tred,Experimental,High
Hnf1a,21405,Foxa3,15377,kegg,string,Experimental,High
Hnf1a,21405,Hnf4g,30942,ucsc,kegg,Experimental,High
Hnf1a,21405,Hnf4a,15378,kegg,string,Experimental,High
Hnf1a,21405,mmu-miR-194-5p,MIMAT0000224,transmir,Experimental,High
Hnf4a,15378,Slc2a2,20526,kegg,Experimental,High
Hnf4a,15378,Pklr,18770,kegg,Experimental,High
Hoxa1,15394,Pdgfa,18590,tred,Experimental,High
Hoxa1,15394,Ren1,19701,tred,Experimental,High
Hoxa1,15394,Etf1,225363,tred,Experimental,High
Hoxa1,15394,Itga8,241226,tred,Experimental,High
Hoxa1,15394,Zfp192,93681,tred,Experimental,High
Hoxa1,15394,Cd47,16423,tred,Experimental,High
Hoxa1,15394,Hoxb1,15407,tred,Experimental,High
Hoxa1,15394,Gcm1,14531,tred,Experimental,High
Hoxa1,15394,Gad1,14415,tred,Experimental,High
Hoxa1,15394,Erf,13875,tred,Experimental,High
Hoxa1,15394,Epha2,13836,tred,Experimental,High
Hoxa1,15394,Hoxb2,103889,tred,Experimental,High
Hoxa1,15394,Gcm2,107889,tred,Experimental,High
Hoxa1,15394,Ctsl,13039,tred,Experimental,High
Hoxa1,15394,L1cam,16728,tred,Experimental,High
Hoxa1,15394,Anxa1,16952,tred,Experimental,High
Hoxa1,15394,Myl1,17901,tred,Experimental,High
Hoxa1,15394,Ncam1,17967,tred,Experimental,High
Hoxa1,15394,Nkx2-5,18091,tred,Experimental,High
Hoxa1,15394,Pax3,18505,tred,Experimental,High
Hoxa1,15394,Ccng1,12450,tred,Experimental,High
Hoxa1,15394,Ccng2,12452,tred,Experimental,High
Hoxa10,15395,Ccng1,12450,tred,Experimental,High
Hoxa10,15395,Ccng2,12452,tred,Experimental,High
Hoxa11,15396,Ctsl,13039,tred,Experimental,High
Hoxa4,15401,Hoxa4,15401,tred,Experimental,High
Hoxa4,15401,Th,21823,tred,Experimental,High
Hoxa5,15402,Vim,22352,tred,Experimental,High
Hoxa5,15402,Hoxa5,15402,ucsc,tred,Experimental,High
Hoxa5,15402,Igfbp1,16006,tred,Experimental,High
Hoxa5,15402,Ncam1,17967,tred,Experimental,High
Hoxa5,15402,Ptx3,19288,tred,Experimental,High
Hoxa5,15402,Th,21823,tred,Experimental,High
Hoxa7,15404,Ggta1,14594,tred,Experimental,High
Hoxa7,15404,Gal,14419,tred,Experimental,High
Hoxb1,15407,Phox2b,18935,tred,Experimental,High
Hoxb1,15407,Hoxb2,103889,tred,Experimental,High
Hoxb1,15407,Epha2,13836,tred,Experimental,High
Hoxb1,15407,Hoxb1,15407,tred,Experimental,High
Hoxb2,103889,Phox2b,18935,tred,Experimental,High
Hoxb3,15410,Nkx2-1,21869,tred,Experimental,High
Hoxb4,15412,Rarb,218772,tred,Experimental,High
Hoxb5,15413,Serpinb6a,20719,tred,Experimental,High
Hoxc13,15422,Krtap16-1,170651,tred,Experimental,High
Hoxc6,15425,Ncam1,17967,tred,Experimental,High
Hoxc8,15426,Pcna,18538,tred,string,Experimental,High
Hoxc8,15426,Nqo1,18104,tred,Experimental,High
Hoxc8,15426,Ncam1,17967,tred,Experimental,High
Hoxc8,15426,Smad1,17125,tred,Experimental,High
Hoxc8,15426,Ly6f,17071,tred,Experimental,High
Hoxc8,15426,Ly6c1,17067,tred,Experimental,High
Hoxc8,15426,Krt19,16669,tred,Experimental,High
Hoxc8,15426,Cxcl10,15945,tred,Experimental,High
Hoxc8,15426,Sgpp1,81535,tred,Experimental,High
Hoxc8,15426,A430106F12Rik,77934,tred,Experimental,High
Hoxc8,15426,A930005N03Rik,77191,tred,Experimental,High
Hoxc8,15426,Fzd2,57265,tred,Experimental,High
Hoxc8,15426,Msln,56047,tred,Experimental,High
Hoxc8,15426,Eef1b2,55949,tred,Experimental,High
Hoxc8,15426,Slc16a4,229699,tred,Experimental,High
Hoxc8,15426,Plagl1,22634,tred,Experimental,High
Hoxc8,15426,Tubb5,22154,tred,Experimental,High
Hoxc8,15426,Tagln,21345,tred,Experimental,High
Hoxc8,15426,Spp1,20750,tred,Experimental,High
Hoxc8,15426,Serpinf1,20317,tred,Experimental,High
Hoxc8,15426,Ccl7,20306,tred,Experimental,High
Hoxc8,15426,Ccl2,20296,tred,Experimental,High
Hoxc8,15426,Pxmp2,19301,tred,Experimental,High
Hoxc8,15426,Pou6f1,19009,tred,Experimental,High
Hoxc8,15426,Pmp22,18858,tred,Experimental,High
Hoxc8,15426,Elmo2,140579,tred,Experimental,High
Hoxc8,15426,Cnn1,12797,tred,Experimental,High
Hoxc8,15426,Ass1,11898,tred,Experimental,High
Hoxc8,15426,Adam19,11492,tred,Experimental,High
Hoxc8,15426,Ly6a,110454,tred,Experimental,High
Hoxc8,15426,Ankrd1,107765,tred,Experimental,High
Hoxc8,15426,Gas1,14451,tred,Experimental,High
Hoxc8,15426,Hes2,15206,tred,Experimental,High
Hoxc8,15426,Srd5a2,94224,tred,Experimental,High
Hoxc8,15426,Il1r2,16178,tred,Experimental,High
Hsf1,15499,Hspa8,15481,ucsc,kegg,Experimental,High
Hsf1,15499,Hspa1l,15482,kegg,Experimental,High
Hsf1,15499,Hspa1a,193740,kegg,Experimental,High
Hsf1,15499,Hspa2,15512,kegg,Experimental,High
Hsf1,15499,Hspa1b,15511,kegg,Experimental,High
Ifng,15978,Icam1,15894,kegg,Experimental,High
Ifng,15978,Ido2,209176,kegg,Experimental,High
Ifng,15978,Ido1,15930,kegg,Experimental,High
Irf1,16362,Il12a,16159,kegg,string,Experimental,High
Irf1,16362,Il12b,16160,kegg,Experimental,High
Irf3,54131,Cd80,12519,kegg,Experimental,High
Irf3,54131,Cxcl10,15945,kegg,Experimental,High
Irf3,54131,Ifnb1,15977,kegg,Experimental,High
Irf3,54131,Cd40,21939,kegg,Experimental,High
Irf3,54131,Cxcl11,56066,kegg,Experimental,High
Irf3,54131,Cd86,12524,kegg,Experimental,High
Irf5,27056,Tnf,21926,kegg,Experimental,High
Irf7,54123,Ifna11,15964,kegg,Experimental,High
Irf7,54123,Ifna6,15969,kegg,Experimental,High
Irf7,54123,Gm12597,242517,kegg,Experimental,High
Irf7,54123,Ifna13,230396,kegg,Experimental,High
Irf7,54123,Ifna1,15962,kegg,Experimental,High
Irf7,54123,Ifna12,242519,kegg,Experimental,High
Irf7,54123,Ifna14,404549,kegg,Experimental,High
Irf7,54123,Ifna2,15965,kegg,Experimental,High
Irf7,54123,Ifna4,15967,kegg,Experimental,High
Irf7,54123,Ifna5,15968,kegg,Experimental,High
Irf7,54123,Ifna7,15970,kegg,Experimental,High
Irf7,54123,Ifna9,15972,kegg,Experimental,High
Irf7,54123,Ifnab,15974,kegg,Experimental,High
Irf7,54123,Ifnb1,15977,kegg,string,Experimental,High
Irf8,15900,Il12a,16159,kegg,string,Experimental,High
Irf8,15900,Il12b,16160,kegg,Experimental,High
Jun,16476,Myod1,17927,tred,Experimental,High
Jun,16476,Myb,17863,tred,Experimental,High
Jun,16476,Nudt1,17766,tred,Experimental,High
Jun,16476,Mt3,17751,tred,Experimental,High
Jun,16476,Msx1,17701,tred,Experimental,High
Jun,16476,Mmp9,17395,tred,kegg,Experimental,High
Jun,16476,Mmp3,17392,tred,Experimental,High
Jun,16476,Krt12,268482,tred,Experimental,High
Jun,16476,Prdx6,11758,tred,Experimental,High
Jun,16476,Apoa1,11806,tred,Experimental,High
Jun,16476,Apoc3,11814,tred,Experimental,High
Jun,16476,App,11820,tred,Experimental,High
Jun,16476,Atp10a,11982,tred,Experimental,High
Jun,16476,Bcl3,12051,tred,Experimental,High
Jun,16476,Bdkrb1,12061,tred,Experimental,High
Jun,16476,Cacna1e,12290,tred,Experimental,High
Jun,16476,Ccnd1,12443,kegg,Kegg,Experimental,High
Jun,16476,Ccnd2,12444,tred,kegg,Experimental,High
Jun,16476,Ccnd3,12445,kegg,Experimental,High
Jun,16476,Cd5,12507,tred,Experimental,High
Jun,16476,Cdk4,12567,kegg,Experimental,High
Jun,16476,Cdk5,12568,kegg,Experimental,High
Jun,16476,Cftr,12638,tred,Experimental,High
Jun,16476,Col5a1,12831,ucsc,tred,Experimental,High
Jun,16476,Col7a1,12836,ucsc,tred,Experimental,High
Jun,16476,Col1a1,12842,tred,Experimental,High
Jun,16476,Crabp1,12903,tred,Experimental,High
Jun,16476,Csf1,12977,tred,Experimental,High
Jun,16476,Csf2,12981,ucsc,tred,Experimental,High
Jun,16476,Ncan,13004,tred,Experimental,High
Jun,16476,Ctsl,13039,tred,Experimental,High
Jun,16476,Dbh,13166,tred,Experimental,High
Jun,16476,Ecm1,13601,tred,Experimental,High
Jun,16476,Egr1,13653,tred,Experimental,High
Jun,16476,Egr2,13654,tred,Experimental,High
Jun,16476,F3,14066,ucsc,tred,Experimental,High
Jun,16476,Fasl,14103,tred,Experimental,High
Jun,16476,Fgfr1,14182,tred,Experimental,High
Jun,16476,Fgl2,14190,tred,Experimental,High
Jun,16476,Figf,14205,kegg,Experimental,High
Jun,16476,Fos,14281,tred,biogrid,Experimental,High
Jun,16476,Gad1,14415,tred,Experimental,High
Jun,16476,Gba,14466,tred,Experimental,High
Jun,16476,Gja5,14613,tred,Experimental,High
Jun,16476,Gnrhr,14715,tred,Experimental,High
Jun,16476,Gria2,14800,kegg,Experimental,High
Jun,16476,Nr3c1,14815,tred,Experimental,High
Jun,16476,Gstm1,14862,tred,Experimental,High
Jun,16476,Gzmb,14939,tred,Experimental,High
Jun,16476,H2-L,14980,tred,Experimental,High
Jun,16476,Hbegf,15200,tred,Experimental,High
Jun,16476,Hfe,15216,tred,Experimental,High
Jun,16476,Slc6a4,15567,tred,Experimental,High
Jun,16476,Elavl1,15568,ucsc,tred,Experimental,High
Jun,16476,Ifnb1,15977,tred,Experimental,High
Jun,16476,Il12b,16160,tred,Kegg,Experimental,High
Jun,16476,Mmp2,17390,tred,kegg,Experimental,High
Jun,16476,Mmp13,17386,tred,Experimental,High
Jun,16476,Met,17295,tred,Experimental,High
Jun,16476,Ly9,17085,ucsc,tred,Experimental,High
Jun,16476,Ltf,17002,tred,Experimental,High
Jun,16476,Ldb1,16825,tred,Experimental,High
Jun,16476,Klf4,16600,tred,Experimental,High
Jun,16476,Klf1,16596,tred,Experimental,High
Jun,16476,Jund,16478,tred,Experimental,High
Jun,16476,Jun,16476,tred,biogrid,Experimental,High
Jun,16476,Il9,16198,tred,Experimental,High
Jun,16476,Il7r,16197,tred,Experimental,High
Jun,16476,Il6,16193,tred,Kegg,Experimental,High
Jun,16476,Il5ra,16192,tred,Experimental,High
Jun,16476,Il5,16191,tred,Experimental,High
Jun,16476,Il4,16189,tred,Experimental,High
Jun,16476,Il2,16183,tred,Experimental,High
Jun,16476,Il13,16163,tred,Experimental,High
Jun,16476,Mmp1b,83996,kegg,Experimental,High
Jun,16476,Mmp1a,83995,kegg,Experimental,High
Jun,16476,Nacc1,66830,tred,Experimental,High
Jun,16476,LOC640611,640611,kegg,Experimental,High
Jun,16476,Prdx5,54683,tred,Experimental,High
Jun,16476,Rdh7,54150,tred,Experimental,High
Jun,16476,Prdx3,11757,tred,Experimental,High
Jun,16476,Mapk3,26417,tred,Kegg,Experimental,High
Jun,16476,Ifi205,226695,tred,Experimental,High
Jun,16476,Vim,22352,tred,Experimental,High
Jun,16476,Vegfc,22341,kegg,Experimental,High
Jun,16476,Vegfb,22340,kegg,Experimental,High
Jun,16476,Vegfa,22339,tred,kegg,Experimental,High
Jun,16476,Ucp2,22228,tred,Experimental,High
Jun,16476,Ttr,22139,tred,Experimental,High
Jun,16476,Trp53-ps,22060,tred,Experimental,High
Jun,16476,Tnfrsf8,21941,tred,Experimental,High
Jun,16476,Tnf,21926,tred,Kegg,Experimental,High
Jun,16476,Tlr4,21898,tred,Kegg,Experimental,High
Jun,16476,Timp1,21857,tred,Experimental,High
Jun,16476,Th,21823,tred,Experimental,High
Jun,16476,Tgm1,21816,tred,Experimental,High
Jun,16476,Tff3,21786,tred,Experimental,High
Jun,16476,Tesk1,21754,tred,Experimental,High
Jun,16476,Tapbp,21356,tred,Experimental,High
Jun,16476,Sdc4,20971,tred,Experimental,High
Jun,16476,Sdc1,20969,tred,Experimental,High
Jun,16476,Star,20845,tred,Experimental,High
Jun,16476,Spp1,20750,tred,Experimental,High
Jun,16476,Slc20a1,20515,tred,Experimental,High
Jun,16476,Sftpb,20388,tred,Experimental,High
Jun,16476,Sfpi1,20375,tred,Experimental,High
Jun,16476,Cxcl2,20310,tred,Experimental,High
Jun,16476,Relb,19698,ucsc,tred,Experimental,High
Jun,16476,Rela,19697,kegg,biogrid,Experimental,High
Jun,16476,Rdh16,19683,tred,Experimental,High
Jun,16476,Ptgs2,19225,tred,Experimental,High
Jun,16476,Ptgs1,19224,tred,Experimental,High
Jun,16476,Prh1,19131,tred,Experimental,High
Jun,16476,Prkar1b,19085,tred,Experimental,High
Jun,16476,Ppara,19013,tred,Experimental,High
Jun,16476,Plau,18792,tred,Experimental,High
Jun,16476,Pgf,18654,kegg,Experimental,High
Jun,16476,Pah,18478,tred,Experimental,High
Jun,16476,Tnfrsf11b,18383,tred,Experimental,High
Jun,16476,Olfr54,18354,tred,Experimental,High
Jun,16476,Nrf1,18181,tred,Experimental,High
Jun,16476,Nos2,18126,tred,Experimental,High
Jun,16476,Klk1b4,18048,tred,Experimental,High
Jun,16476,Nfkb1,18033,kegg,Experimental,High
Jun,16476,Nfe2l1,18023,tred,Experimental,High
Jun,16476,Nfatc1,18018,tred,Experimental,High
Jun,16476,Nat2,17961,tred,Experimental,High
Jun,16476,Emilin1,100952,tred,Experimental,High
Jun,16476,Slc38a1,105727,tred,Experimental,High
Jun,16476,Rdh1,107605,tred,Experimental,High
Jun,16476,Aanat,11298,tred,Experimental,High
Jun,16476,Acp5,11433,tred,Experimental,High
Jun,16476,Crisp1,11571,tred,Experimental,High
Junb,16477,Il12b,16160,tred,Experimental,High
Jund,16478,Il5,16191,tred,Experimental,High
Jund,16478,Il4,16189,tred,Experimental,High
Jund,16478,Jun,16476,tred,Experimental,High
Jund,16478,Il6,16193,tred,Experimental,High
Jund,16478,Th,21823,tred,Experimental,High
Jund,16478,Sftpb,20388,tred,Experimental,High
Jund,16478,Plau,18792,tred,Experimental,High
Jup,16480,Ppard,19015,kegg,Experimental,High
Jup,16480,Ccnd1,12443,kegg,Experimental,High
Jup,16480,Myc,17869,kegg,Experimental,High
Lef1,16842,Jun,16476,kegg,Experimental,High
Lef1,16842,Fosl1,14283,kegg,Experimental,High
Lef1,16842,Ccnd3,12445,kegg,Experimental,High
Lef1,16842,Ccnd2,12444,kegg,Experimental,High
Lef1,16842,Ccnd1,12443,kegg,Kegg,Experimental,High
Lef1,16842,Myc,17869,kegg,Kegg,Experimental,High
Lef1,16842,Mmp7,17393,kegg,Experimental,High
Lef1,16842,Mitf,17342,kegg,Experimental,High
Lef1,16842,Birc5,11799,kegg,Kegg,Experimental,High
Lef1,16842,Rag2,19374,tred,Experimental,High
Lef1,16842,Ppard,19015,kegg,Experimental,High
LOC100047997,100047997,Pcna,18538,kegg,Experimental,High
LOC100047997,100047997,Crh,12918,kegg,Experimental,High
LOC100047997,100047997,Pdyn,18610,kegg,Experimental,High
LOC100047997,100047997,Npy,109648,kegg,Experimental,High
LOC100047997,100047997,Arc,11838,kegg,Experimental,High
LOC100047997,100047997,Bcl2,12043,kegg,Experimental,High
LOC100047997,100047997,Bdnf,12064,kegg,Experimental,High
LOC100047997,100047997,Fos,14281,kegg,Experimental,High
LOC100047997,100047997,Fosb,14282,kegg,Experimental,High
LOC100047997,100047997,Mcl1,17210,kegg,Experimental,High
Mafa,378435,Ins2,16334,kegg,Experimental,High
Mafa,378435,Pdx1,18609,kegg,Experimental,High
Mafa,378435,Ins1,16333,kegg,string,Experimental,High
Mapk1,26413,Il23a,83430,kegg,Experimental,High
Mapk1,26413,Ccnd1,12443,kegg,Experimental,High
Mapk1,26413,Cdk4,12567,kegg,Experimental,High
Mapk1,26413,Il12a,16159,kegg,Experimental,High
Mapk1,26413,Il12b,16160,kegg,Experimental,High
Mapk1,26413,Il18,16173,kegg,Experimental,High
Mapk1,26413,Il1a,16175,kegg,Experimental,High
Mapk1,26413,Il1b,16176,kegg,Experimental,High
Mapk1,26413,Il6,16193,kegg,Experimental,High
Mapk1,26413,Nos2,18126,kegg,Experimental,High
Mapk1,26413,Pdyn,18610,kegg,Experimental,High
Mapk1,26413,Tnf,21926,kegg,Experimental,High
Mapk1,26413,LOC640611,640611,kegg,Experimental,High
Mapk10,26414,Il6,16193,kegg,Experimental,High
Mapk10,26414,Il23a,83430,kegg,Experimental,High
Mapk10,26414,Tnf,21926,kegg,Experimental,High
Mapk10,26414,Nos2,18126,kegg,Experimental,High
Mapk10,26414,Smad4,17128,kegg,Experimental,High
Mapk10,26414,Jun,16476,kegg,Experimental,High
Mapk10,26414,Il1b,16176,kegg,Experimental,High
