Akt1,11651,mmu-miR-21a-5p,MIMAT0000530,transmir,Experimental,High
Sp1,20683,Chgb,12653,tred,Experimental,High
Sp1,20683,Cited1,12705,tred,Experimental,High
Sp1,20683,Ckmt1,12716,tred,Experimental,High
Sp1,20683,Col4a1,12826,tred,Experimental,High
Sp1,20683,Col7a1,12836,tred,Experimental,High
Sp1,20683,Col1a2,12843,tred,Experimental,High
Sp1,20683,Cox4i1,12857,tred,Experimental,High
Sp1,20683,Cpt1b,12895,tred,Experimental,High
Sp1,20683,Csrp2,13008,tred,Experimental,High
Sp1,20683,Pcyt1a,13026,tred,Experimental,High
Sp1,20683,Ctsl,13039,tred,Experimental,High
Sp1,20683,Cyp26a1,13082,tred,Experimental,High
Sp1,20683,Dck,13178,tred,Experimental,High
Sp1,20683,Dhfr,13361,tred,Experimental,High
Sp1,20683,Dffb,13368,tred,Experimental,High
Sp1,20683,Dlx3,13393,tred,Experimental,High
Sp1,20683,Slc26a2,13521,tred,Experimental,High
Sp1,20683,Epor,13857,tred,Experimental,High
Sp1,20683,Etv2,14008,tred,Experimental,High
Sp1,20683,F3,14066,tred,Experimental,High
Sp1,20683,Fas,14102,tred,Experimental,High
Sp1,20683,Fasl,14103,tred,Experimental,High
Sp1,20683,Fcgr2b,14130,tred,Experimental,High
Sp1,20683,Fgl2,14190,tred,Experimental,High
Sp1,20683,Fst,14313,tred,Experimental,High
Sp1,20683,Gdnf,14573,tred,Experimental,High
Sp1,20683,Ggh,14590,tred,Experimental,High
Sp1,20683,Pdpn,14726,tred,Experimental,High
Sp1,20683,Grin2b,14812,tred,Experimental,High
Sp1,20683,Gstm2,14863,tred,Experimental,High
Sp1,20683,H19,14955,tred,Experimental,High
Sp1,20683,Hba-a1,15122,tred,Experimental,High
Sp1,20683,Hck,15162,tred,Experimental,High
Sp1,20683,Htt,15194,tred,Experimental,High
Sp1,20683,Hoxa4,15401,tred,Experimental,High
Sp1,20683,Hpn,15451,tred,Experimental,High
Sp1,20683,Hras1,15461,tred,Experimental,High
Sp1,20683,Hspa1b,15511,tred,Experimental,High
Sp1,20683,Hsp90aa1,15519,tred,Experimental,High
Sp1,20683,Htr3a,15561,tred,Experimental,High
Sp1,20683,Slc6a4,15567,tred,Experimental,High
Sp1,20683,Ifngr2,15980,tred,Experimental,High
Sp1,20683,Cd79b,15985,tred,Experimental,High
Sp1,20683,Il10,16153,tred,Experimental,High
Sp1,20683,Il13,16163,tred,Experimental,High
Sp1,20683,Il2,16183,tred,Experimental,High
Sp1,20683,Il3ra,16188,tred,Experimental,High
Sp1,20683,Itgav,16410,tred,Experimental,High
Sp1,20683,Jund,16478,tred,Experimental,High
Sp1,20683,Kit,16590,tred,Experimental,High
Sp1,20683,Ldlr,16835,tred,Experimental,High
Sp1,20683,Lgals1,16852,tred,Experimental,High
Sp1,20683,Lhcgr,16867,tred,Experimental,High
Sp1,20683,Ltf,17002,tred,Experimental,High
Sp1,20683,Mbp,17196,tred,Experimental,High
Sp1,20683,Abcc1,17250,tred,Experimental,High
Sp1,20683,Mertk,17289,tred,Experimental,High
Sp1,20683,Met,17295,tred,Experimental,High
Sp1,20683,Mmp2,17390,tred,Experimental,High
Sp1,20683,Mmp9,17395,tred,Experimental,High
Sp1,20683,Mdh2,17448,tred,Experimental,High
Sp1,20683,Mdh1,17449,tred,Experimental,High
Sp1,20683,Msx1,17701,tred,Experimental,High
Sp1,20683,Mt1,17748,tred,Experimental,High
Sp1,20683,Mt3,17751,tred,Experimental,High
Sp1,20683,Muc2,17831,tred,Experimental,High
Sp1,20683,Myc,17869,tred,Experimental,High
Sp1,20683,Myh11,17880,tred,Experimental,High
Sp1,20683,Myh2,17882,tred,Experimental,High
Sp1,20683,Myod1,17927,tred,Experimental,High
Sp1,20683,Ncam1,17967,tred,Experimental,High
Sp1,20683,Nes,18008,tred,Experimental,High
Sp1,20683,Neu1,18010,tred,Experimental,High
Sp1,20683,Neurl1a,18011,tred,Experimental,High
Sp1,20683,Nf1,18015,tred,Experimental,High
Sp1,20683,Nefm,18040,tred,Experimental,High
Sp1,20683,Nkx3-1,18095,tred,Experimental,High
Sp1,20683,Nqo2,18105,tred,Experimental,High
Sp1,20683,Npr1,18160,tred,Experimental,High
Sp1,20683,Olfr54,18354,tred,Experimental,High
Sp1,20683,Oprd1,18386,tred,Experimental,High
Sp1,20683,Pax8,18510,tred,Experimental,High
Sp1,20683,Penk,18619,tred,Experimental,High
Sp1,20683,Per1,18626,tred,Experimental,High
Sp1,20683,Prf1,18646,tred,Experimental,High
Sp1,20683,Pgk1,18655,tred,Experimental,High
Sp1,20683,Pkd1,18763,tred,Experimental,High
Sp1,20683,Pkd2,18764,tred,Experimental,High
Sp1,20683,Plat,18791,tred,Experimental,High
Sp1,20683,Plau,18792,tred,Experimental,High
Sp1,20683,Pou5f1,18999,tred,biogrid,intact,string,Experimental,High
Sp1,20683,Prm2,19119,tred,Experimental,High
Sp1,20683,Prph,19132,tred,Experimental,High
Sp1,20683,Psap,19156,tred,Experimental,High
Sp1,20683,Ptger2,19217,tred,Experimental,High
Sp1,20683,Ren1,19701,tred,Experimental,High
Sp1,20683,Rgn,19733,tred,Experimental,High
Sp1,20683,Scd2,20250,tred,Experimental,High
Sp1,20683,Ccl17,20295,tred,Experimental,High
Sp1,20683,Ccl2,20296,tred,Experimental,High
Sp1,20683,Sfpi1,20375,tred,Experimental,High
Sp1,20683,St6galnac2,20446,tred,Experimental,High
Sp1,20683,Six5,20475,tred,Experimental,High
Sp1,20683,Slc19a1,20509,tred,Experimental,High
Sp1,20683,Slc2a4,20528,tred,Experimental,High
Sp1,20683,Sstr2,20606,tred,Experimental,High
Sp1,20683,Spink3,20730,tred,Experimental,High
Sp1,20683,Srf,20807,tred,Experimental,High
Sp1,20683,Stat3,20848,tred,Experimental,High
Sp1,20683,Syn2,20965,tred,Experimental,High
Sp1,20683,Tagln,21345,tred,Experimental,High
Sp1,20683,Tal1,21349,tred,Experimental,High
Sp1,20683,Tapbp,21356,tred,Experimental,High
Sp1,20683,Tbxa2r,21390,tred,Experimental,High
Sp1,20683,Tead2,21677,tred,Experimental,High
Sp1,20683,Tgfb3,21809,tred,Experimental,High
Sp1,20683,Tgm1,21816,tred,Experimental,High
Sp1,20683,Thy1,21838,tred,Experimental,High
Sp1,20683,Tk1,21877,tred,Experimental,High
Sp2,78912,Hspa1b,15511,tred,Experimental,High
Sp2,78912,Pcyt1a,13026,tred,Experimental,High
Sp2,78912,Alox8,11688,tred,Experimental,High
Sp2,78912,Ucp2,22228,tred,Experimental,High
Sp2,78912,Mt3,17751,tred,Experimental,High
Sp3,20687,Abcc1,17250,tred,Experimental,High
Sp3,20687,Mertk,17289,tred,Experimental,High
Sp3,20687,Met,17295,tred,Experimental,High
Sp3,20687,Mmp9,17395,tred,Experimental,High
Sp3,20687,Muc2,17831,tred,Experimental,High
Sp3,20687,Nkx3-1,18095,tred,Experimental,High
Sp3,20687,Pou5f1,18999,tred,Experimental,High
Sp3,20687,Psap,19156,tred,Experimental,High
Sp3,20687,Ptger2,19217,tred,Experimental,High
Sp3,20687,Col1a2,12843,tred,Experimental,High
Sp3,20687,Acta2,11475,tred,Experimental,High
Sp3,20687,Aebp1,11568,tred,Experimental,High
Sp3,20687,Ahr,11622,tred,Experimental,High
Sp3,20687,Rac2,19354,tred,Experimental,High
Sp3,20687,Ahrr,11624,tred,Experimental,High
Sp3,20687,Alox8,11688,tred,Experimental,High
Sp3,20687,Mmp28,118453,tred,Experimental,High
Sp3,20687,Bax,12028,tred,Experimental,High
Sp3,20687,Ren1,19701,tred,Experimental,High
Sp3,20687,Ccl2,20296,tred,Experimental,High
Sp3,20687,Col7a1,12836,tred,Experimental,High
Sp3,20687,Cdkn1a,12575,tred,Experimental,High
Sp3,20687,Cdh5,12562,tred,Experimental,High
Sp3,20687,Serpinh1,12406,tred,Experimental,High
Sp3,20687,Six5,20475,tred,Experimental,High
Sp3,20687,Slc1a3,20512,tred,Experimental,High
Sp3,20687,Tal1,21349,tred,Experimental,High
Sp3,20687,Tgm1,21816,tred,Experimental,High
Sp3,20687,Tk1,21877,tred,Experimental,High
Sp3,20687,Ucp2,22228,tred,Experimental,High
Sp3,20687,Vegfa,22339,tred,Experimental,High
Sp3,20687,Slc9a2,226999,tred,Experimental,High
Sp3,20687,Tubb4b,227613,tred,Experimental,High
Sp3,20687,Ces2c,234671,tred,Experimental,High
Sp3,20687,Nr5a1,26423,tred,Experimental,High
Sp3,20687,Reck,53614,tred,Experimental,High
Sp3,20687,Mtch1,56462,tred,Experimental,High
Sp3,20687,Gpx4,625249,tred,Experimental,High
Sp3,20687,C1qtnf3,81799,tred,Experimental,High
Sp3,20687,Gpd2,14571,tred,Experimental,High
Sp3,20687,Pdpn,14726,tred,Experimental,High
Sp3,20687,Il10,16153,tred,Experimental,High
Sp3,20687,Klf4,16600,tred,Experimental,High
Sp3,20687,Lama1,16772,tred,Experimental,High
Sp3,20687,Dck,13178,tred,Experimental,High
Sp3,20687,Dnmt1,13433,tred,Experimental,High
Sp3,20687,Fas,14102,tred,Experimental,High
Sp3,20687,Fbln1,14114,tred,Experimental,High
Sp3,20687,Fgl2,14190,tred,Experimental,High
Sp3,20687,G6pd2,14380,tred,Experimental,High
Sp3,20687,Gcgr,14527,tred,Experimental,High
Sp3,20687,Gh,14599,tred,Experimental,High
Sp3,20687,Csf1,12977,tred,Experimental,High
Sp3,20687,Pcyt1a,13026,tred,Experimental,High
Sp3,20687,Cyp26a1,13082,tred,Experimental,High
Sp4,20688,G6pd2,14380,tred,Experimental,High
Sp4,20688,Gpd2,14571,tred,Experimental,High
Sp4,20688,Myh6,17888,tred,Experimental,High
Sp4,20688,Psap,19156,tred,Experimental,High
Sp4,20688,T,20997,tred,Experimental,High
Sp4,20688,Slc9a2,226999,tred,Experimental,High
Sp4,20688,Mtch1,56462,tred,Experimental,High
Srf,20807,Fos,14281,ucsc,kegg,string,Experimental,High
Stat1,20846,Cxcl11,56066,kegg,Experimental,High
Stat1,20846,Bcl6,12053,tred,Experimental,High
Stat1,20846,Ciita,12265,tred,kegg,Kegg,Experimental,High
Stat1,20846,Casp4,12363,tred,Experimental,High
Stat1,20846,Ccnd1,12443,kegg,Experimental,High
Stat1,20846,Ccnd2,12444,kegg,Experimental,High
Stat1,20846,Ccnd3,12445,kegg,Experimental,High
Stat1,20846,Socs3,12702,ucsc,tred,kegg,string,Experimental,High
Stat1,20846,Socs1,12703,kegg,string,Experimental,High
Stat1,20846,Fas,14102,tred,Experimental,High
Stat1,20846,Figf,14205,kegg,Experimental,High
Stat1,20846,Cxcl10,15945,kegg,string,Experimental,High
Stat1,20846,Il2ra,16184,tred,Experimental,High
Stat1,20846,Cxcl9,17329,tred,Kegg,Experimental,High
Stat1,20846,Mt1,17748,tred,Experimental,High
Stat1,20846,Myc,17869,kegg,Experimental,High
Stat1,20846,Myd88,17874,tred,kegg,Experimental,High
Stat1,20846,Nos2,18126,tred,kegg,Experimental,High
Stat1,20846,Pgf,18654,kegg,Experimental,High
Stat1,20846,Pik3r1,18708,tred,Experimental,High
Stat1,20846,Pim1,18712,kegg,Experimental,High
Stat1,20846,Pparg,19016,tred,Experimental,High
Stat1,20846,Socs7,192157,kegg,Experimental,High
Stat1,20846,Shh,20423,tred,Experimental,High
Stat1,20846,Socs2,216233,ucsc,kegg,Experimental,High
Stat1,20846,Nkx2-1,21869,tred,Experimental,High
Stat1,20846,Scgb1a1,22287,tred,Experimental,High
Stat1,20846,Krtap15,26560,tred,Experimental,High
Stat1,20846,Mapk1,26413,tred,biogrid,Experimental,High
Stat1,20846,Gbp5,229898,tred,Experimental,High
Stat1,20846,Vegfc,22341,kegg,Experimental,High
Stat1,20846,Tnfrsf8,21941,tred,Experimental,High
Stat1,20846,Socs4,67296,kegg,Experimental,High
Stat1,20846,Socs5,56468,kegg,Experimental,High
Stat1,20846,Vegfa,22339,kegg,Experimental,High
Stat1,20846,Vegfb,22340,kegg,Experimental,High
Stat1,20846,Pfkp,56421,tred,Experimental,High
Stat2,20847,Socs3,12702,kegg,Experimental,High
Stat2,20847,Socs1,12703,kegg,Experimental,High
Stat2,20847,Myc,17869,kegg,Experimental,High
Stat2,20847,Pim1,18712,kegg,Experimental,High
Stat2,20847,Socs7,192157,kegg,Experimental,High
Stat2,20847,Socs2,216233,kegg,Experimental,High
Stat2,20847,Socs5,56468,kegg,Experimental,High
Stat2,20847,Socs4,67296,kegg,Experimental,High
Stat2,20847,Ccnd1,12443,kegg,Experimental,High
Stat2,20847,Ccnd2,12444,kegg,Experimental,High
Stat2,20847,Ccnd3,12445,kegg,Experimental,High
Stat3,20848,Dmbt1,12945,tred,Experimental,High
Stat3,20848,Cpt1c,78070,kegg,Experimental,High
Stat3,20848,Crip2,68337,tred,Experimental,High
Stat3,20848,Socs4,67296,kegg,Experimental,High
Stat3,20848,Socs5,56468,kegg,Experimental,High
Stat3,20848,Pfkp,56421,tred,Experimental,High
Stat3,20848,Krtap15,26560,tred,Experimental,High
Stat3,20848,Mapk1,26413,tred,Kegg,Experimental,High
Stat3,20848,Vegfc,22341,tred,kegg,Experimental,High
Stat3,20848,Vegfb,22340,tred,kegg,Experimental,High
Stat3,20848,Vegfa,22339,tred,kegg,string,Experimental,High
Stat3,20848,Trh,22044,tred,Experimental,High
Stat3,20848,Tnfrsf8,21941,tred,Experimental,High
Stat3,20848,Tnf,21926,ucsc,tred,string,Experimental,High
Stat3,20848,Socs2,216233,ucsc,ensembl,kegg,Experimental,High
Stat3,20848,Stat3,20848,tred,biogrid,Experimental,High
Stat3,20848,Sfrp4,20379,tred,Experimental,High
Stat3,20848,Apcs,20219,tred,Experimental,High
Stat3,20848,Socs7,192157,kegg,string,Experimental,High
Stat3,20848,Ppargc1a,19017,kegg,Experimental,High
Stat3,20848,Pim2,18715,kegg,Experimental,High
Stat3,20848,Pim1,18712,kegg,Experimental,High
Stat3,20848,Pik3r1,18708,tred,string,Experimental,High
Stat3,20848,Pgf,18654,kegg,Experimental,High
Stat3,20848,Myd88,17874,tred,Experimental,High
Stat3,20848,Myc,17869,kegg,string,Experimental,High
Stat3,20848,Mt1,17748,tred,Experimental,High
Stat3,20848,Mcl1,17210,tred,Experimental,High
Stat3,20848,Lep,16846,tred,string,Experimental,High
Stat3,20848,Il6,16193,tred,string,Experimental,High
Stat3,20848,Il2ra,16184,tred,Experimental,High
Stat3,20848,Hsp90ab1,15516,tred,Experimental,High
Stat3,20848,Hif1a,15251,kegg,intact,string,Experimental,High
Stat3,20848,Figf,14205,kegg,Experimental,High
Stat3,20848,Crp,12944,tred,Experimental,High
Stat3,20848,Cpt1b,12895,kegg,Experimental,High
Stat3,20848,Cpt1a,12894,kegg,Experimental,High
Stat3,20848,Socs1,12703,kegg,string,Experimental,High
Stat3,20848,Socs3,12702,ucsc,ensembl,tred,kegg,string,Experimental,High
Stat3,20848,Cebpd,12609,tred,Experimental,High
Stat3,20848,Cebpb,12608,tred,Experimental,High
Stat3,20848,Ccnd3,12445,kegg,Experimental,High
Stat3,20848,Ccnd2,12444,kegg,Experimental,High
Stat3,20848,Ccnd1,12443,kegg,intact,string,Experimental,High
Stat4,20849,Socs4,67296,kegg,Experimental,High
Stat4,20849,Socs5,56468,kegg,Experimental,High
Stat4,20849,Socs2,216233,ucsc,kegg,Experimental,High
Stat4,20849,Socs7,192157,kegg,Experimental,High
Stat4,20849,Socs3,12702,ucsc,kegg,Experimental,High
Stat4,20849,Ccnd3,12445,kegg,Experimental,High
Stat4,20849,Ccnd2,12444,kegg,Experimental,High
Stat4,20849,Ccnd1,12443,kegg,Experimental,High
Stat4,20849,Pim1,18712,kegg,Experimental,High
Stat4,20849,Myc,17869,kegg,Experimental,High
Stat4,20849,Socs1,12703,kegg,Experimental,High
Stat5a,20850,Bcl2l1,12048,kegg,Experimental,High
Stat5a,20850,Pim2,18715,kegg,Experimental,High
Stat5a,20850,Socs7,192157,kegg,Experimental,High
Stat5a,20850,Socs2,216233,ucsc,kegg,Experimental,High
Stat5a,20850,Ccnd3,12445,kegg,Experimental,High
Stat5a,20850,Socs3,12702,ucsc,kegg,string,Experimental,High
Stat5a,20850,Socs1,12703,kegg,Experimental,High
Stat5a,20850,Myc,17869,kegg,Experimental,High
Stat5a,20850,Clnk,27278,tred,Experimental,High
Stat5a,20850,Socs5,56468,kegg,Experimental,High
Stat5a,20850,Socs4,67296,kegg,Experimental,High
Stat5a,20850,Pim1,18712,kegg,Experimental,High
Stat5a,20850,Ccnd2,12444,kegg,Experimental,High
Stat5a,20850,Ccnd1,12443,kegg,string,Experimental,High
Stat5b,20851,Socs3,12702,ucsc,kegg,Experimental,High
Stat5b,20851,Ccnd2,12444,kegg,Experimental,High
Stat5b,20851,Ccnd3,12445,kegg,Experimental,High
Stat5b,20851,Cel,12613,tred,Experimental,High
Stat5b,20851,Bcl2l1,12048,kegg,Experimental,High
Stat5b,20851,Ccnd1,12443,kegg,Experimental,High
Stat5b,20851,Socs5,56468,kegg,Experimental,High
Stat5b,20851,Socs4,67296,kegg,Experimental,High
Stat5b,20851,Socs2,216233,ucsc,kegg,Experimental,High
Stat5b,20851,Socs7,192157,kegg,Experimental,High
Stat5b,20851,Pim2,18715,kegg,Experimental,High
Stat5b,20851,Pim1,18712,kegg,Experimental,High
Stat5b,20851,Myc,17869,kegg,Experimental,High
Stat5b,20851,Socs1,12703,kegg,Experimental,High
Stat6,20852,Itgb3,16416,tred,Experimental,High
Stat6,20852,Ccnd1,12443,kegg,Experimental,High
Stat6,20852,Adam8,11501,tred,Experimental,High
Stat6,20852,Ccnd2,12444,kegg,Experimental,High
Stat6,20852,Ccnd3,12445,kegg,Experimental,High
Stat6,20852,Socs3,12702,ucsc,kegg,string,Experimental,High
Stat6,20852,Socs1,12703,kegg,string,Experimental,High
Stat6,20852,Ighg1,16017,tred,Experimental,High
Stat6,20852,Il1r1,16177,tred,Experimental,High
Stat6,20852,Il6,16193,tred,Experimental,High
Stat6,20852,Myc,17869,kegg,Experimental,High
Stat6,20852,Ncoa3,17979,tred,Experimental,High
Stat6,20852,Pim1,18712,kegg,Experimental,High
Stat6,20852,Socs7,192157,kegg,Experimental,High
Stat6,20852,Socs2,216233,ucsc,kegg,Experimental,High
Stat6,20852,Tnf,21926,ucsc,tred,Experimental,High
Stat6,20852,Socs5,56468,kegg,Experimental,High
Stat6,20852,Socs4,67296,kegg,Experimental,High
Tal1,21349,Lmo2,16909,tred,string,Experimental,High
Tal1,21349,Kdr,16542,tred,Experimental,High
Tal1,21349,Epb4.2,13828,tred,Experimental,High
Tal1,21349,Csnk2a1,12995,tred,Experimental,High
Tal1,21349,Rnf41,67588,tred,Experimental,High
Tcf3,21423,mmu-miR-709,MIMAT0003499,transmir,Experimental,High
Tcf3,21423,mmu-miR-451a,MIMAT0001632,transmir,Experimental,High
Tcf7,21414,Ccnd2,12444,kegg,Experimental,High
Tcf7,21414,Ccnd1,12443,kegg,Kegg,Experimental,High
Tcf7,21414,Birc5,11799,kegg,Kegg,Experimental,High
Tcf7,21414,Ppard,19015,kegg,Experimental,High
Tcf7,21414,Myc,17869,kegg,Kegg,Experimental,High
Tcf7,21414,Mmp7,17393,kegg,Experimental,High
Tcf7,21414,Mitf,17342,kegg,Experimental,High
Tcf7,21414,Jun,16476,kegg,Experimental,High
Tcf7,21414,Fosl1,14283,kegg,Experimental,High
Tcf7,21414,Ccnd3,12445,kegg,Experimental,High
Tcf7l1,21415,Ccnd3,12445,kegg,Experimental,High
Tcf7l1,21415,Ccnd2,12444,kegg,Experimental,High
Tcf7l1,21415,Ccnd1,12443,kegg,Kegg,string,Experimental,High
Tcf7l1,21415,Birc5,11799,kegg,Kegg,string,Experimental,High
Tcf7l1,21415,Ppard,19015,kegg,Experimental,High
Tcf7l1,21415,Myc,17869,kegg,Kegg,string,Experimental,High
Tcf7l1,21415,Mmp7,17393,kegg,Experimental,High
Tcf7l1,21415,Mitf,17342,kegg,Experimental,High
Tcf7l1,21415,Jun,16476,kegg,Experimental,High
Tcf7l1,21415,Fosl1,14283,kegg,Experimental,High
Tcf7l2,21416,Fosl1,14283,kegg,Experimental,High
Tcf7l2,21416,Ccnd3,12445,kegg,Experimental,High
Tcf7l2,21416,Ccnd2,12444,kegg,Experimental,High
Tcf7l2,21416,Ppard,19015,kegg,Experimental,High
Tcf7l2,21416,Myc,17869,kegg,Kegg,Experimental,High
Tcf7l2,21416,Mmp7,17393,kegg,Experimental,High
Tcf7l2,21416,Mitf,17342,kegg,Experimental,High
Tcf7l2,21416,Jun,16476,kegg,Experimental,High
Tcf7l2,21416,Birc5,11799,kegg,Kegg,Experimental,High
Tcf7l2,21416,Ccnd1,12443,kegg,Kegg,Experimental,High
Tfap2a,21418,Klf16,118445,tred,Experimental,High
Tfap2a,21418,Prdx3,11757,tred,Experimental,High
Tfap2a,21418,Apex1,11792,tred,Experimental,High
Tfap2a,21418,Atp2a2,11938,tred,Experimental,High
Tfap2a,21418,Atp10a,11982,tred,Experimental,High
Tfap2a,21418,Bfsp1,12075,tred,Experimental,High
Tfap2a,21418,Bgn,12111,tred,Experimental,High
Tfap2a,21418,Bsg,12215,tred,Experimental,High
Tfap2a,21418,Cacna1e,12290,tred,Experimental,High
Tfap2a,21418,Pdia4,12304,tred,Experimental,High
Tfap2a,21418,Ccnd2,12444,tred,Experimental,High
Tfap2a,21418,Cd24a,12484,tred,Experimental,High
Tfap2a,21418,Cdh1,12550,tred,Experimental,High
Tfap2a,21418,Cdkn1a,12575,tred,Experimental,High
Tfap2a,21418,Cited1,12705,tred,Experimental,High
Tfap2a,21418,Ckm,12715,tred,Experimental,High
Tfap2a,21418,Ckmt1,12716,tred,Experimental,High
Tfap2a,21418,Clgn,12745,tred,Experimental,High
Tfap2a,21418,Col7a1,12836,tred,Experimental,High
Tfap2a,21418,Col1a2,12843,tred,Experimental,High
Tfap2a,21418,Crx,12951,tred,Experimental,High
Tfap2a,21418,Crygc,12966,tred,Experimental,High
Tfap2a,21418,Csf2,12981,tred,Experimental,High
Tfap2a,21418,Ncan,13004,tred,Experimental,High
Tfap2a,21418,Csrp2,13008,tred,Experimental,High
Tfap2a,21418,Ctsl,13039,tred,Experimental,High
Tfap2a,21418,Dhx9,13211,tred,Experimental,High
Tfap2a,21418,Erbb2,13866,tred,Experimental,High
Tfap2a,21418,Ptprv,13924,tred,Experimental,High
Tfap2a,21418,Fbln1,14114,tred,Experimental,High
Tfap2a,21418,Fgfr1,14182,tred,Experimental,High
Tfap2a,21418,Fgfr3,14184,tred,Experimental,High
Tfap2a,21418,Fli1,14247,tred,Experimental,High
Tfap2a,21418,Flii,14248,tred,Experimental,High
Tfap2a,21418,Fos,14281,tred,Experimental,High
Tfap2a,21418,Fst,14313,tred,Experimental,High
Tfap2a,21418,Gfap,14580,tred,Experimental,High
Tfap2a,21418,B4galt1,14595,tred,Experimental,High
Tfap2a,21418,Ggt1,14598,tred,Experimental,High
Tfap2a,21418,Gja5,14613,tred,Experimental,High
Tfap2a,21418,Gm2a,14667,tred,Experimental,High
Tfap2a,21418,Gpc3,14734,tred,Experimental,High
Tfap2a,21418,H19,14955,tred,Experimental,High
Tfap2a,21418,Hck,15162,tred,Experimental,High
Tfap2a,21418,Htt,15194,tred,Experimental,High
Tfap2a,21418,Hfe,15216,tred,Experimental,High
Tfap2a,21418,Hgf,15234,tred,Experimental,High
Tfap2a,21418,Hpgd,15446,tred,Experimental,High
Tfap2a,21418,Hpn,15451,ucsc,tred,Experimental,High
Tfap2a,21418,Hsd17b1,15485,tred,Experimental,High
Tfap2a,21418,Hsd17b2,15486,tred,Experimental,High
Tfap2a,21418,Slc6a4,15567,tred,Experimental,High
Tfap2a,21418,Ifngr2,15980,tred,Experimental,High
Tfap2a,21418,Igfbp5,16011,tred,Experimental,High
Tfap2a,21418,Il13,16163,tred,Experimental,High
Tfap2a,21418,Il3ra,16188,tred,Experimental,High
Tfap2a,21418,Il7r,16197,tred,Experimental,High
Tfap2a,21418,Itga7,16404,tred,Experimental,High
Tfap2a,21418,Itpr1,16438,tred,Experimental,High
Tfap2a,21418,Kdr,16542,tred,Experimental,High
Tfap2a,21418,Kit,16590,tred,Experimental,High
Tfap2a,21418,Krt10,16661,tred,Experimental,High
Tfap2a,21418,Lamb3,16780,tred,Experimental,High
Tfap2a,21418,Lhcgr,16867,tred,Experimental,High
Tfap2a,21418,Madcam1,17123,tred,Experimental,High
Tfap2a,21418,Man2b1,17159,tred,Experimental,High
Tfap2a,21418,Mmp2,17390,tred,Experimental,High
Tfap2a,21418,Mmp9,17395,tred,Experimental,High
Tfap2a,21418,Msx1,17701,ucsc,tred,Experimental,High
Tfap2a,21418,Mt3,17751,tred,Experimental,High
Tfap2a,21418,Myod1,17927,ucsc,tred,Experimental,High
Tfap2a,21418,Nthl1,18207,tred,Experimental,High
Tfap2a,21418,Oaz1,18245,tred,Experimental,High
Tfap2a,21418,Oprd1,18386,tred,Experimental,High
Tfap2a,21418,Sigmar1,18391,tred,Experimental,High
Tfap2a,21418,Pax8,18510,tred,Experimental,High
Tfap2a,21418,Abcb1b,18669,tred,Experimental,High
Tfap2a,21418,Abcb1a,18671,tred,Experimental,High
Tfap2a,21418,Pkd1,18763,tred,Experimental,High
Tfap2a,21418,Pkd2,18764,tred,Experimental,High
Tfap2a,21418,Plat,18791,tred,Experimental,High
Tfap2a,21418,Plk1,18817,tred,Experimental,High
Tfap2a,21418,Pomc,18976,tred,Experimental,High
Tfap2a,21418,Prph,19132,tred,Experimental,High
Tfap2a,21418,Psen1,19164,tred,Experimental,High
Tfap2a,21418,Ptger2,19217,tred,Experimental,High
Tfap2a,21418,Ptgs2,19225,tred,Experimental,High
Tfap2a,21418,Ptma,19231,tred,Experimental,High
Tfap2a,21418,Ptx3,19288,tred,Experimental,High
Tfap2a,21418,Rgn,19733,tred,Experimental,High
Tfap2a,21418,Sat1,20229,tred,Experimental,High
Tfap2a,21418,Scd1,20249,tred,Experimental,High
Tfap2a,21418,Ccl17,20295,tred,Experimental,High
Tfap2a,21418,Sparc,20692,tred,Experimental,High
Tfap2a,21418,Stat3,20848,tred,Experimental,High
Tfap2a,21418,Syn2,20965,tred,Experimental,High
Tfap2a,21418,Sdc4,20971,tred,Experimental,High
Tfap2a,21418,Tbxa2r,21390,tred,Experimental,High
Tfap2a,21418,Tgfb3,21809,tred,Experimental,High
Tfap2a,21418,Ucp2,22228,tred,Experimental,High
Tfap2a,21418,Ugcg,22234,tred,Experimental,High
Tfap2a,21418,Vegfa,22339,ucsc,tred,Experimental,High
Tfap2a,21418,Vegfb,22340,tred,Experimental,High
Tfap2a,21418,Vegfc,22341,tred,Experimental,High
Tfap2a,21418,Pggt1b,225467,tred,Experimental,High
Tfap2a,21418,Slc26a1,231583,tred,Experimental,High
Tfap2a,21418,Kctd13,233877,tred,Experimental,High
Tfap2a,21418,Setd1a,233904,tred,Experimental,High
Tfap2a,21418,Ceacam2,26367,tred,Experimental,High
Tfap2a,21418,Mapk3,26417,tred,Experimental,High
Tfap2a,21418,Ppia,268373,ucsc,tred,Experimental,High
Tfap2a,21418,Abcd2,26874,tred,Experimental,High
Tfap2a,21418,Dlc1,50768,tred,Experimental,High
Tfap2a,21418,Mogs,57377,tred,Experimental,High
Tfap2a,21418,Slc29a1,63959,tred,Experimental,High
Tfap2a,21418,Glis2,83396,tred,Experimental,High
Tfap2c,21420,Adar,56417,tred,Experimental,High
Tfdp1,21781,Myc,17869,kegg,Experimental,High
Tfdp1,21781,Ccne1,12447,kegg,Experimental,High
Tfdp1,21781,Ccne2,12448,kegg,Experimental,High
Tfdp2,211586,Ccne1,12447,kegg,Experimental,High
Tfdp2,211586,Ccne2,12448,kegg,Experimental,High
